Node,ObjVal
35001.0,1e+20
35002.0,1e+20
35003.0,0.0
35004.0,0.0
35005.0,0.0
35006.0,0.0
35007.0,0.0
35008.0,1e+20
35009.0,1e+20
35010.0,1e+20
35011.0,1e+20
35012.0,0.0
35013.0,1e+20
35014.0,1e+20
35015.0,1e+20
35016.0,1e+20
35017.0,2.661440315760956
35018.0,1e+20
35019.0,1e+20
35020.0,1e+20
35021.0,1e+20
35022.0,1e+20
35023.0,0.0
35024.0,0.0
35025.0,0.0
35026.0,1e+20
35027.0,1e+20
35028.0,1e+20
35029.0,2.6446677747508147
35030.0,1e+20
35031.0,1e+20
35032.0,1e+20
35033.0,1e+20
35034.0,0.0
35035.0,0.0
35036.0,1e+20
35037.0,0.0
35038.0,0.0
35039.0,0.893398900718239
35040.0,1e+20
35041.0,1e+20
35042.0,0.0
35043.0,0.0
35044.0,1e+20
35045.0,0.0
35046.0,0.0
35047.0,1e+20
35048.0,1e+20
35049.0,1e+20
35050.0,0.0
35051.0,1e+20
35052.0,1e+20
35053.0,0.0
35054.0,1.1743359690658508
35055.0,1.3757312586694752
35056.0,1e+20
35057.0,1e+20
35058.0,0.0
35059.0,0.17530228814985094
35060.0,0.9539351250759864
35061.0,1e+20
35062.0,0.0
35063.0,1e+20
35064.0,0.0
35065.0,1.215038708614884
35066.0,1e+20
35067.0,2.2993370855024295
35068.0,1e+20
35069.0,1e+20
35070.0,1e+20
35071.0,1e+20
35072.0,1e+20
35073.0,1e+20
35074.0,0.0
35075.0,1e+20
35076.0,1e+20
35077.0,1e+20
35078.0,1e+20
35079.0,1e+20
35080.0,0.0
35081.0,0.0
35082.0,0.0
35083.0,1e+20
35084.0,4.547473508864641e-13
35085.0,1e+20
35086.0,4.547473508864641e-13
35087.0,1e+20
35088.0,0.0
35089.0,1e+20
35090.0,1e+20
35091.0,1e+20
35092.0,0.0
35093.0,1.7230189803385656
35094.0,1e+20
35095.0,1e+20
35096.0,0.0
35097.0,1e+20
35098.0,0.0
35099.0,1e+20
35100.0,0.0
35101.0,0.0
35102.0,1e+20
35103.0,1e+20
35104.0,0.0
35105.0,0.0
35106.0,1e+20
35107.0,0.0
35108.0,1e+20
35109.0,1e+20
35110.0,1e+20
35111.0,1.1969417833456646
35112.0,2.4718652201127043
35113.0,1e+20
35114.0,0.0
35115.0,1e+20
35116.0,1e+20
35117.0,0.0
35118.0,0.0
35119.0,0.0
