Node,ObjVal
60001.0,0.0
60002.0,0.0
60003.0,2.366051527695163
60004.0,1e+20
60005.0,0.0
60006.0,0.0
60007.0,0.0
60008.0,0.0
60009.0,0.0
60010.0,1e+20
60011.0,0.0
60012.0,0.0
60013.0,1e+20
60014.0,1e+20
60015.0,1e+20
60016.0,0.0
60017.0,0.0
60018.0,1e+20
60019.0,1e+20
60020.0,0.0
60021.0,0.0
60022.0,1e+20
60023.0,0.0
60024.0,1e+20
60025.0,1e+20
60026.0,0.0
60027.0,0.0
60028.0,0.0
60029.0,0.0
60030.0,1e+20
60031.0,1e+20
60032.0,0.0
60033.0,0.0
60034.0,0.0
60035.0,1e+20
60036.0,1.228818980423057
60037.0,1e+20
60038.0,1e+20
60039.0,0.0
60040.0,1e+20
60041.0,1e+20
60042.0,0.0
60043.0,0.0
60044.0,0.0
60045.0,1e+20
60046.0,1e+20
60047.0,1e+20
60048.0,1e+20
60049.0,1e+20
60050.0,0.0
60051.0,0.0
60052.0,9.094947017729282e-13
60053.0,4.547473508864641e-13
60054.0,1e+20
60055.0,0.0
60056.0,-4.547473508864641e-13
60057.0,1e+20
60058.0,1e+20
60059.0,-4.547473508864641e-13
60060.0,0.0
60061.0,1e+20
60062.0,0.0
60063.0,1e+20
60064.0,0.0
60065.0,1e+20
60066.0,9.094947017729282e-13
60067.0,0.0
60068.0,4.547473508864641e-13
60069.0,1e+20
60070.0,1e+20
60071.0,0.7876675603215517
60072.0,1e+20
60073.0,1e+20
60074.0,0.22808081400853553
60075.0,1e+20
60076.0,1e+20
60077.0,1e+20
60078.0,1e+20
60079.0,0.0
60080.0,0.0
60081.0,0.0
60082.0,0.0
60083.0,0.0
60084.0,0.0
60085.0,0.0
60086.0,1e+20
60087.0,1e+20
60088.0,0.0
60089.0,1e+20
60090.0,1e+20
60091.0,0.0
60092.0,0.0
60093.0,1e+20
60094.0,0.0
60095.0,0.0
60096.0,2.771535685309118
60097.0,0.0
60098.0,1e+20
60099.0,0.0
60100.0,0.0
60101.0,0.0
60102.0,1.6105718585404247
60103.0,1e+20
60104.0,2.752921658986452
60105.0,1e+20
60106.0,1e+20
60107.0,1e+20
60108.0,0.0
60109.0,0.0
60110.0,1e+20
60111.0,0.0
60112.0,1e+20
60113.0,1e+20
60114.0,0.0
60115.0,1e+20
60116.0,0.0
60117.0,0.0
60118.0,1e+20
60119.0,1e+20
60120.0,0.0
60121.0,0.0
60122.0,-4.547473508864641e-13
60123.0,4.547473508864641e-13
60124.0,1e+20
60125.0,0.0
60126.0,1e+20
60127.0,1e+20
60128.0,0.0
60129.0,0.0
60130.0,1e+20
60131.0,0.0
60132.0,0.0
60133.0,0.5783522903125231
60134.0,1.9131890067715176
60135.0,1e+20
60136.0,0.0
60137.0,0.0
60138.0,0.22998372474785356
60139.0,1e+20
60140.0,1e+20
60141.0,0.0
60142.0,1e+20
60143.0,0.0
60144.0,1e+20
60145.0,0.0
60146.0,1e+20
60147.0,0.0
60148.0,0.0
60149.0,0.0
60150.0,2.1460524017466014
60151.0,1e+20
60152.0,1e+20
60153.0,1e+20
60154.0,1e+20
60155.0,1e+20
60156.0,0.0
60157.0,0.0
60158.0,1e+20
60159.0,0.0
60160.0,0.0
60161.0,1e+20
60162.0,0.0
60163.0,1e+20
60164.0,1e+20
60165.0,1e+20
60166.0,2.5731735589133677
60167.0,1e+20
60168.0,1e+20
60169.0,0.0
60170.0,0.0
60171.0,0.0
60172.0,1e+20
60173.0,0.0
60174.0,1e+20
