Node,ObjVal
130001.0,0.0
130002.0,0.0
130003.0,0.0
130004.0,0.1469083109609528
130005.0,1e+20
130006.0,1e+20
130007.0,1e+20
130008.0,0.0
130009.0,1e+20
130010.0,0.0
130011.0,0.7646803932702824
130012.0,1e+20
130013.0,1e+20
130014.0,1e+20
130015.0,0.0
130016.0,0.0
130017.0,0.0
130018.0,1e+20
130019.0,1e+20
130020.0,1e+20
130021.0,0.0
130022.0,1.033863056699829
130023.0,1e+20
130024.0,1e+20
130025.0,1e+20
130026.0,0.0
130027.0,0.0
130028.0,1e+20
130029.0,0.0
130030.0,1e+20
130031.0,1e+20
130032.0,0.0
130033.0,0.0
130034.0,1e+20
130035.0,1e+20
130036.0,1e+20
130037.0,0.0
130038.0,0.0
130039.0,0.0
130040.0,0.0
130041.0,0.0
130042.0,0.0
130043.0,0.0
130044.0,0.0
130045.0,1e+20
130046.0,0.0
130047.0,0.0
130048.0,1e+20
130049.0,1.2701596845076892
130050.0,1e+20
130051.0,1e+20
130052.0,0.0
130053.0,0.0
130054.0,4.547473508864641e-13
130055.0,0.12297032903961735
130056.0,1e+20
130057.0,1e+20
130058.0,1.343145694938812
130059.0,1e+20
130060.0,1e+20
130061.0,0.0
130062.0,1e+20
130063.0,1e+20
130064.0,1e+20
130065.0,0.0
130066.0,0.0
130067.0,0.0
130068.0,1e+20
130069.0,0.0
130070.0,1e+20
130071.0,0.48922481104364124
130072.0,1e+20
130073.0,1e+20
130074.0,0.0
130075.0,0.0
130076.0,-4.547473508864641e-13
130077.0,0.0
130078.0,1e+20
130079.0,1e+20
130080.0,1e+20
130081.0,0.5994072184021206
130082.0,1.3081308504283697
130083.0,1e+20
130084.0,0.0
130085.0,0.0
130086.0,0.0
130087.0,1e+20
130088.0,0.0
130089.0,1e+20
130090.0,1e+20
130091.0,1e+20
130092.0,0.0
130093.0,0.0
130094.0,1e+20
130095.0,1.1194723618091302
130096.0,1e+20
130097.0,1e+20
130098.0,1e+20
130099.0,4.547473508864641e-13
130100.0,0.0
130101.0,0.6355019937068391
130102.0,1e+20
130103.0,1e+20
130104.0,0.0
130105.0,0.0
130106.0,1e+20
130107.0,1e+20
130108.0,0.0
130109.0,0.0
130110.0,1e+20
130111.0,1e+20
130112.0,0.0
130113.0,0.0
130114.0,0.0
130115.0,1e+20
130116.0,0.0
130117.0,0.0
130118.0,1e+20
130119.0,1e+20
130120.0,1e+20
130121.0,1e+20
130122.0,0.0
130123.0,0.0
130124.0,0.0
130125.0,0.0
130126.0,0.0
130127.0,0.0
130128.0,0.0
130129.0,1e+20
130130.0,1e+20
130131.0,1e+20
130132.0,0.0
130133.0,1e+20
130134.0,1e+20
130135.0,1e+20
130136.0,0.0
130137.0,0.0
130138.0,0.0
130139.0,0.0
130140.0,0.0
130141.0,0.0
130142.0,0.0
130143.0,1e+20
130144.0,0.0
130145.0,1e+20
130146.0,0.0
130147.0,1e+20
130148.0,1e+20
130149.0,0.0
130150.0,0.0
130151.0,0.0
130152.0,0.0
130153.0,0.0
130154.0,1e+20
130155.0,1e+20
130156.0,0.0
130157.0,0.0
130158.0,0.0
130159.0,0.0
