Node,ObjVal
120001.0,0.0
120002.0,1e+20
120003.0,1e+20
120004.0,1e+20
120005.0,0.0
120006.0,0.0
120007.0,1e+20
120008.0,1e+20
120009.0,0.0
120010.0,1e+20
120011.0,1e+20
120012.0,1e+20
120013.0,1e+20
120014.0,0.0
120015.0,1.1028342425461233
120016.0,1e+20
120017.0,0.0
120018.0,0.0
120019.0,1e+20
120020.0,0.0
120021.0,0.0
120022.0,0.0
120023.0,1e+20
120024.0,0.0
120025.0,1e+20
120026.0,1e+20
120027.0,1e+20
120028.0,0.0
120029.0,0.0
120030.0,1e+20
120031.0,0.0
120032.0,0.0
120033.0,1e+20
120034.0,1.280852308570502
120035.0,1e+20
120036.0,1e+20
120037.0,0.0
120038.0,1e+20
120039.0,0.0
120040.0,1e+20
120041.0,0.0
120042.0,0.0
120043.0,0.0
120044.0,1e+20
120045.0,1e+20
120046.0,0.0
120047.0,0.0
120048.0,1e+20
120049.0,1e+20
120050.0,0.0
120051.0,0.0
120052.0,0.0
120053.0,1e+20
120054.0,1e+20
120055.0,1e+20
120056.0,1e+20
120057.0,1e+20
120058.0,1e+20
120059.0,1e+20
120060.0,0.0
120061.0,0.0
120062.0,0.0
120063.0,1e+20
120064.0,1e+20
120065.0,1e+20
120066.0,1e+20
120067.0,0.0
120068.0,0.0
120069.0,0.0
120070.0,0.0
120071.0,0.0
120072.0,1e+20
120073.0,0.0
120074.0,0.0
120075.0,1e+20
120076.0,0.0
120077.0,0.0
120078.0,0.0
120079.0,1e+20
120080.0,0.0
120081.0,0.0
120082.0,1e+20
120083.0,1.219096461528352
120084.0,1e+20
120085.0,1.9689689831398027
120086.0,1e+20
120087.0,0.0
120088.0,0.0
120089.0,0.1734643945856078
120090.0,1e+20
120091.0,1e+20
120092.0,1e+20
120093.0,0.0
120094.0,1e+20
120095.0,1e+20
120096.0,0.0
120097.0,0.0
120098.0,1e+20
120099.0,0.0
120100.0,1e+20
120101.0,1e+20
120102.0,1e+20
120103.0,1e+20
120104.0,1e+20
120105.0,0.0
120106.0,0.0
120107.0,0.0
120108.0,0.0
120109.0,1e+20
120110.0,1e+20
120111.0,0.0
120112.0,0.0
120113.0,0.0
120114.0,1e+20
120115.0,0.0
120116.0,0.0
120117.0,0.0
120118.0,1e+20
120119.0,1e+20
120120.0,0.0
120121.0,0.0
120122.0,0.0
120123.0,0.0
120124.0,0.0
120125.0,1e+20
120126.0,1e+20
120127.0,0.0
120128.0,1e+20
